id,address,number,municipality,latitude,longitude,postal_code,province
4958.0,Place Paul Roger ,1,Virton,49.5663685,5.533311019013183,6760.0,Luxembourg
4961.0,Noordlaan ,150,Dendermonde,51.03391115,4.0918234315504005,9200.0,Oost-Vlaanderen
4962.0,Rozendreef ,66,Aalst,50.9482846,4.0574272,9300.0,Oost-Vlaanderen
4963.0,Kortestraat ,14,Erembodegem,50.9185347,4.062970530262808,9320.0,Oost-Vlaanderen
4964.0,Zandberg,55,Aalst,50.9345857,4.080646884185658,9300.0,Oost-Vlaanderen
4965.0,Beugemstraat ,24,Moorsel,50.9528463,4.0935946,9310.0,Oost-Vlaanderen
4966.0,Albrechtlaan,115,Aalst,50.939855800000004,4.054748998540145,9300.0,Oost-Vlaanderen
4967.0,Walemstraat,38,Duffel,51.0842745,4.4745945400038085,2570.0,Antwerpen
4972.0,Langestraat ,12,Aalst,50.9174339,3.9599310036177924,9300.0,Oost-Vlaanderen
4973.0,Frans Blanckaertdreef ,0,Aalst,50.9290719,4.0422525,9300.0,Oost-Vlaanderen
4974.0,Avenue des Chênes ,125,Bruxelles,50.7947218,4.3789168,1180.0,Bruxelles-Brussel
4975.0,Rue de Magnée ,110,Beyne-Heusay,50.6143304,5.6687546313771335,4610.0,Liège
4977.0,Avenue Mounier,100,Bruxelles,50.84956755,4.460665894854305,1200.0,Bruxelles-Brussel
4978.0,Rue de Mettet,127,Florennes,50.2536889,4.6059563,5620.0,Namur
4979.0,Rue Février ,2,Florennes,50.252876900000004,4.609500652521831,5620.0,Namur
4980.0,Rue Saint Donat ,21,Mettet,50.3043464,4.6589201,5640.0,Namur
4982.0,Rue Paquay,53,Seraing,50.60115945,5.522016450000002,4100.0,Liège
4983.0,Tweekerkenstraat ,107,Brussel,50.8489089,4.3742866,1210.0,Bruxelles-Brussel
4984.0,Rue de Liedekerke ,40,Brussel,50.851019,4.37599519403831,1210.0,Bruxelles-Brussel
4985.0,Borrewaterstraat ,182,Merksem,51.237698949999995,4.446215714008689,2170.0,Antwerpen
4986.0,Boomsesteenweg,32,Aartselaar,51.13045715,4.374484834395737,2630.0,Antwerpen
4990.0,Rue du Chapitre,1,Mons,50.41404125,3.89363158389299,7000.0,Hainaut
4991.0,Albert Dejonghestraat ,2,Kessel-Lo,50.8766234,4.7293305,3010.0,Vlaams-Brabant
4992.0,Avenue Amédée Hesse,9,Spa,50.4971501,5.8776942,4900.0,Liège
